seed,heater_state,block,n,generator_independent_target_innovation_mean,generator_independent_target_innovation_std,generator_persistent_mode_strength_mean,generator_persistent_mode_strength_std,resource_optional_effective_power_mean,resource_optional_effective_power_std,agent_context_quality_radiometer_basic_mean,agent_context_quality_radiometer_basic_std,agent_context_quality_surface_temp_ir_mean,agent_context_quality_surface_temp_ir_std,agent_context_quality_laser_disdrometer_mean,agent_context_quality_laser_disdrometer_std,agent_context_quality_fc4_flux_mean,agent_context_quality_fc4_flux_std
7177,00000,10,40,0.5772292097230549,0.24002765288441397,0.4594932886116302,0.2721517194913233,3.8600000000000003,4.440892098500626e-16,0.505289606579215,0.029067566918446194,0.40159144825824356,0.2050325159424829,0.532570132709972,0.2526855343336927,0.8624970074876055,0.09855683764020554
7177,00000,11,34,-0.08305940053347327,0.3765196373901747,0.49153458097450364,0.29559309300853664,3.8600000000000003,4.440892098500626e-16,0.49292327582519385,0.03548406267619046,0.4601832823946448,0.17050129809284265,0.5531311993627868,0.2991985685166219,0.7183468877814733,0.17294234010256201
7177,00000,12,22,-0.7017030416963222,0.2589019053653555,0.26127646890098416,0.17308106787723335,3.86,0.0,0.4838394540582772,0.028231458298707567,0.49305889439322426,0.11665699358695264,0.5913261909601728,0.288347681931259,0.8027640837342386,0.16707137527729676
7177,00000,13,32,-0.5265735318011715,0.26316150987032394,0.5614883226757478,0.2664337310573155,3.86,0.0,0.4813070680046556,0.026267333341671816,0.4346715189784793,0.19462380664252435,0.3920102767567904,0.2537810949786704,0.7920873231580772,0.24748908065631978
7177,00000,14,48,-0.35170678561057395,0.33040855225402455,0.4407055988378528,0.269473337604608,3.86,0.0,0.49940723919768343,0.01955356142880908,0.3582546123537278,0.17005699190900778,0.5811743555704946,0.3160138097829158,0.8110336199196474,0.18800593628095463
7177,00000,15,49,-0.16768032194818916,0.4696019060107874,0.6226222926273107,0.22821242533429384,3.8600000000000003,4.440892098500626e-16,0.4876178333906905,0.022212411182854448,0.5610980024807488,0.13925054251468663,0.722530420647214,0.34296558230672114,0.5206089033701806,0.2987555563219216
7177,01000,0,5,0.5435464192954311,0.3198687420051155,0.3209409073575241,0.1106554494709153,5.814545454545455,0.0,0.4805505365127328,0.16402452822796673,0.7311249346915673,0.1712633273482281,0.29525231894367726,0.1564023081926294,0.6884734563543848,0.13775022936750722
7177,01000,1,12,0.5793347628859972,0.3187268048252493,0.5456706704001162,0.2647867916478004,5.814545454545455,0.0,0.7542752979395319,0.2856046525962658,0.7593947197276955,0.11682618127622564,0.5663321545432921,0.2680259576056863,0.40292549484023615,0.23486509683023235
7177,01000,2,32,0.365575032377653,0.365586525919094,0.5893056099033489,0.21879339795549005,5.814545454545455,0.0,0.7430150258421383,0.2419934043069415,0.25224175335683485,0.15668031305507318,0.3580575168117492,0.2378980701032615,0.7894347187322963,0.22839232849715085
7177,01000,3,29,-0.810274888655591,0.1519170934832463,0.366619713400653,0.2083299609579176,5.8145454545454545,8.881784197001252e-16,0.7313321587284972,0.24156240820005923,0.44778278276082306,0.11807201224789024,0.26322653328122414,0.21378628777635675,0.9164411318119253,0.16200058550141086
7177,01000,4,12,-0.21338822467804616,0.3193910243589895,0.47274186705601157,0.24334488865238052,5.814545454545455,0.0,0.7478939676036528,0.23494481606628967,0.3764691200550647,0.10884014504112839,0.42044917553269023,0.17300788129761277,0.7688654256348485,0.2743113690744062
7177,01000,5,20,0.08387228427203453,0.4742565596242998,0.5087249590554592,0.2474509711186789,5.8145454545454545,8.881784197001252e-16,0.7576722299433788,0.2428137674835048,0.3353272395918441,0.11675847204532597,0.4082986289167011,0.3030959478263656,0.8263838227362527,0.23713584863095366
7177,01000,6,23,0.6636137450735113,0.14643810366675603,0.35532817415693413,0.22204433535540008,5.814545454545455,0.0,0.592326238033436,0.20715799725335632,0.4002839124828553,0.13547548743500526,0.3846989979797923,0.2828101443826525,0.8400483530511944,0.2030742095222402
7177,01000,7,14,0.573024211007786,0.22121338846831975,0.7938271692666439,0.15286249332244786,5.8145454545454545,8.881784197001252e-16,0.7235983468957984,0.2482293374180621,0.266552683011988,0.17652588335506353,0.5690600636402126,0.2550735011685266,0.6581414826789015,0.3321349630024952
7177,01000,8,11,-0.23526439340577657,0.19485890765567979,0.43220013614425046,0.24940097511517012,5.8145454545454545,8.881784197001252e-16,0.4608338761313147,0.029638880051566657,0.5842145708543689,0.13714154090713032,0.4035709147905321,0.33168283930581477,0.7563880903920212,0.20967518068438026
7177,01000,9,10,0.1833506524092788,0.4579812718755717,0.5139699499635301,0.2874601496616049,5.8145454545454545,8.881784197001252e-16,0.42005198139515637,0.024984718609590624,0.3852467297997314,0.27387581485577234,0.39039395652341236,0.2804033375213571,0.8784414383534995,0.19812504383889643
7177,01000,10,10,0.41320650016470023,0.25859934633887355,0.5767887276954491,0.31575356672721905,5.8145454545454545,8.881784197001252e-16,0.5063059724737514,0.027084824441769278,0.25367302203346964,0.2331954500631074,0.5831233200258159,0.26247286174788953,0.9140365242146815,0.08199484626077981
7177,01000,11,13,0.18894748375527795,0.4323129113220253,0.6656319827588033,0.310418460167964,5.8145454545454545,8.881784197001252e-16,0.4927632987004482,0.04163944866196342,0.51087260182142,0.1654612185720757,0.31754531554590587,0.2641507957707119,0.8074333234263796,0.1950805530891558
7177,01000,12,26,-0.538895983740712,0.3727028413912804,0.3006620390186127,0.20886928240912414,5.8145454545454545,8.881784197001252e-16,0.4762114586169047,0.026623643885184685,0.42032360500763405,0.1507456552899352,0.41650773425171644,0.22308658152846345,0.9171108953494264,0.08156653394728364
7177,01000,13,15,-0.5846409092243545,0.21907471776463203,0.6914320309846733,0.1722144931497418,5.8145454545454545,8.881784197001252e-16,0.4883606852846999,0.02159577863989068,0.48813443018175495,0.1667509907211226,0.4670885262830777,0.31664050221323914,0.6256449292233702,0.28410782053679523
7177,01000,14,10,-0.50404721175033,0.3421466317572994,0.35424026027399635,0.2572851134103992,5.8145454545454545,8.881784197001252e-16,0.5089902322729143,0.0186901070431873,0.38329312600659476,0.14770389113946256,0.600857064408812,0.25905568439582405,0.7544840398320964,0.1955943362119459
7177,01000,15,6,-0.18202646952917592,0.4588073381185124,0.6990770992529036,0.13460796251974377,5.814545454545455,0.0,0.5117547820689904,0.02204819755805481,0.43570895716796737,0.2385837179621294,0.6103137086162362,0.38986049426332575,0.7878189670267419,0.03113802379583256
7177,10000,0,10,0.1850126554408554,0.2012128553540972,0.6452706890672621,0.10608705965107941,4.035909090909092,8.881784197001252e-16,0.5707152216336955,0.2663539546054413,0.758804210027217,0.2990441571939416,0.3309805127110804,0.33211788460727265,0.80112840506866,0.10958778910765
7177,10000,1,5,0.26891371862239083,0.3241601003551927,0.6181987541691626,0.23463577017741594,4.035909090909091,0.0,0.7376499235293507,0.2401449897472095,0.6352633863424373,0.16951844549694786,0.5707044816882327,0.37043806107724103,0.6618363779652887,0.25580716989810404
7177,10000,2,2,0.7244742049381789,0.14868519665957075,0.6507206684773055,0.005045460164563864,4.035909090909091,0.0,0.7220880119456334,0.25289740606299754,0.4051997386881206,0.22483442275381668,0.576054398536235,0.26712007811142363,0.8499069199948084,0.025122930133328614
7177,10000,3,3,-0.5973630990044333,0.09496073867636491,0.7148287192145021,0.06615910941461077,4.035909090909091,0.0,0.5009726190461583,0.005658697380694956,0.23288414217906048,0.14431456814052604,0.25567397415392695,0.04543959783534811,0.7597390339423676,0.3204025956617294
7177,10000,4,1,0.4966627896718783,0.0,0.877257131334174,0.0,4.035909090909091,0.0,0.533325371654809,0.0,0.5404411529945686,0.0,0.992855511259612,0.0,0.1510171891162177,0.0
7177,10000,6,2,0.6030724410839663,0.05268601581047805,0.26622564651544256,0.14907774262026136,4.035909090909091,0.0,0.7299191232340865,0.25830919269714075,0.45522203804045214,0.11609366808880653,0.6074331967719871,0.38680983977388944,0.8383508784529413,0.16062882961863945
7177,10000,7,8,0.7371804091899515,0.32735147051855196,0.7188689720146645,0.13815655244794023,4.035909090909091,0.0,0.5259231384589299,0.18117708581810096,0.48805926706154035,0.2464210436763542,0.44105899065580945,0.3052746296745364,0.8462869376262885,0.07713785605466102
7177,10000,8,3,-0.3873047821852307,0.29911053947776883,0.4060872568545892,0.3263887813032719,4.035909090909091,0.0,0.3951035132299731,0.011588743401395854,0.7269944088120814,0.058538481549401174,0.23191095538121578,0.1519874214393097,0.9132268668425515,0.040399036435765284
7177,10000,9,11,0.6020352080011707,0.1584578545422963,0.3306710587397525,0.1723201271651074,4.035909090909092,8.881784197001252e-16,0.4290125408897515,0.020785053365021622,0.7473625136179062,0.10658878963260943,0.5656649313100585,0.19505532242959975,0.5568756383304114,0.19512989006481146
7177,10000,10,2,0.680671325875673,0.044784644688237285,0.281578353806292,0.2136870589948614,4.035909090909091,0.0,0.44388535179434074,0.01207180668310115,0.7132035018544745,0.03697201781292042,0.742032535609489,0.13689311209518495,0.588373825145962,0.22291170823322587
7177,10000,11,9,-0.18465791936942316,0.2541028152731616,0.5329932769751983,0.2820086594258309,4.035909090909091,0.0,0.4702144005765706,0.029234483980509825,0.5766111168121211,0.1090232002073792,0.3296260390423391,0.21327436104053069,0.8273535862415298,0.11237146922396438
7177,10000,12,2,-0.3897136105132324,0.17708364048719968,0.21303645017328496,0.13030117098392457,4.035909090909091,0.0,0.46853143797188723,0.011433657365019362,0.46366878716206017,0.0381779555868291,0.7085491839830743,0.22123570522852468,0.8865888866868684,0.05122206077057523
7177,10000,13,6,-0.5027124888953843,0.212447827235589,0.5998877301662068,0.1109448907313508,4.035909090909091,0.0,0.4699099168276371,0.020886028603088906,0.43687421069976606,0.18338441975587547,0.4196056343805367,0.24611487539231808,0.8038214957590624,0.17446081390217538
7177,10000,14,5,-0.4712078485195771,0.32555041860873996,0.22437674493146265,0.2615792769137338,4.035909090909091,0.0,0.5162751770535902,0.029668221922180445,0.3740962805634785,0.13644589853077904,0.6683987443631711,0.15318447735406138,0.8955407077966289,0.07129278642680448
7177,10000,15,6,-0.028488947484547722,0.5024346271566621,0.6236353268021829,0.21059820936218335,4.035909090909091,0.0,0.4903834542077667,0.01473224965284722,0.5077573015933948,0.16660694361405878,0.7000187205957311,0.3410881312217579,0.6313009348820465,0.3045196443821336
7177,11000,0,44,0.34371012067192547,0.3922917744552878,0.5026659714701877,0.24009901564424677,5.990454545454546,8.881784197001252e-16,0.6392331848141221,0.2922126746474478,0.770719505795967,0.16599172860066266,0.23526543730362628,0.1856832948343476,0.6882986283043743,0.24795019609309024
7177,11000,1,34,0.2154914022437535,0.47968352853367124,0.4663011115534058,0.25460674107913245,5.990454545454546,8.881784197001252e-16,0.6625296299562559,0.2814081421159494,0.7175613983151458,0.19279458797746665,0.46475028804771706,0.25694545522105083,0.6000124344873274,0.29007669434910305
7177,11000,2,4,0.16768808399029703,0.3080330134526163,0.4664865607635095,0.23947306969199392,5.990454545454545,0.0,0.7397035247847659,0.2597388808627513,0.3058182496578792,0.14690333581260365,0.20883081675528353,0.010430211253077009,0.7919414169122334,0.2805396790661501
7177,11000,3,12,-0.8706187354296979,0.11527533059288209,0.4537514273999381,0.18929217464492992,5.990454545454544,8.881784197001252e-16,0.6800431935738743,0.2391177495192616,0.3351529216572982,0.10805145305870711,0.1904785030242914,0.20205602145651455,0.9816646213321806,0.03832070980535883
7177,11000,4,2,-0.0621353415604754,0.4256399935898728,0.5843626515713988,0.12851880056042708,5.990454545454545,0.0,0.5113814756812052,0.004199785301933268,0.4751902231156341,0.038007918085135844,0.5998827447084827,0.3277062345566253,0.5900625586315985,0.1649070770019924
7177,11000,5,3,-0.02857040635734794,0.17228805135002306,0.3359464072844713,0.1640712891258905,5.990454545454544,8.881784197001252e-16,0.6800628713649745,0.2271938264031184,0.3471494190519053,0.04410917284680794,0.523252236926778,0.21452383529093697,0.6537565953908349,0.2368604132557193
7177,11000,6,20,0.6324615178937462,0.11833524327674223,0.3892311188620016,0.15551126741740676,5.990454545454544,8.881784197001252e-16,0.6846153712421607,0.2307956610799761,0.34576206858121133,0.09587073162310399,0.23159199834824934,0.18639488774247837,0.9307559681110259,0.15595737413298405
7177,11000,7,3,0.8217670514704091,0.16411734480024773,0.4541431875677954,0.2478594798390727,5.990454545454544,8.881784197001252e-16,0.9989739967631083,0.0014509876926509743,0.5692647160288992,0.07302298329063063,0.46762191497922356,0.33100310789330484,0.5045861577986527,0.23151238868302626
7177,11000,8,33,-0.24709246057427361,0.2095579834646823,0.4945951229752639,0.24708594854142743,5.990454545454545,0.0,0.451567761441929,0.02840014543147504,0.6285557988051713,0.10040750395273924,0.3343588640325671,0.2730571104042903,0.7411009230280069,0.20417251739225822
7177,11000,9,37,0.10214526003363787,0.4628409810988711,0.5753143140768826,0.2840172929477413,5.990454545454546,8.881784197001252e-16,0.42678346987174154,0.020324702333249126,0.44421992541689365,0.27126142280988874,0.29811597223648867,0.21719967637329746,0.8587084202650165,0.21784890041189137
7177,11000,10,12,0.7110455756167969,0.10515968455513074,0.49103188946171866,0.28727963845490084,5.990454545454544,8.881784197001252e-16,0.45632358987236304,0.03540521456258457,0.6082667847474007,0.24006469866934604,0.6037073688795889,0.3182099210565158,0.6876301975515764,0.24997666534255436
7177,11000,11,8,-0.2158401408273134,0.16048747272144517,0.6799461504254146,0.2792201964140004,5.990454545454545,0.0,0.471691472256833,0.021275591261690433,0.5940790012717199,0.11036355527892253,0.26373344541639265,0.1892262670209672,0.8039143683837484,0.1713878240350001
7177,11000,12,14,-0.6500812371788867,0.26919139234218176,0.3305784368062601,0.2273544279745978,5.990454545454544,8.881784197001252e-16,0.47485166264141776,0.01882461804737498,0.4072333559348177,0.1467959532553061,0.31239933067551434,0.19749331449694918,0.8714361864653023,0.1882081500017202
7177,11000,13,11,-0.6221722493953248,0.18080709535562778,0.6454121597169328,0.18544724877894792,5.990454545454545,0.0,0.49341831689333193,0.02037651815442506,0.47463965254226087,0.17708661665421982,0.37966201156569673,0.20775679363128222,0.7862720258040504,0.20895863573872964
7177,11000,14,1,-0.2957875777103249,0.0,0.7296548219138326,0.0,5.990454545454545,0.0,0.4964375919907833,0.0,0.1638000943530829,0.0,1.0,0.0,0.7413152301063956,0.0
7177,11000,15,3,-0.0018765299364099652,0.3229090739893511,0.45399416527935205,0.2017315849223358,5.990454545454544,8.881784197001252e-16,0.48368437289309757,0.005727195010192534,0.5746547459506212,0.051624774415955275,0.7517098187444488,0.3511353417356745,0.5935495863814463,0.23883397573821624
7178,00000,0,2,0.3827638859612424,0.1185953278701421,0.23863700680477526,0.06586265767071245,3.86,0.0,0.668806376954618,0.331193623045382,0.9825565701204314,0.017443429879568595,0.9374101712003919,0.06170299810811142,0.46029819420416607,0.00037292895930643444
7178,00000,1,18,-0.02184428497683164,0.2608679839108356,0.8141455818777813,0.20631887886796801,3.8600000000000003,4.440892098500626e-16,0.8212965247831239,0.24811606293696714,0.38618916912906814,0.3376952235946426,0.6184077968253934,0.36967458677822757,0.7124465839496428,0.29769127899511577
7178,00000,2,23,0.12084581857145674,0.26963424372532085,0.4500990558149476,0.22496914469525256,3.86,0.0,0.7338104020556935,0.24179363055948636,0.44193821836538094,0.1442025380071557,0.5083693332691244,0.2871895641611688,0.638946408454856,0.2558852193270316
7178,00000,3,17,-0.22031935128613292,0.20087269838070157,0.7120512469632335,0.1652218237850596,3.8600000000000003,4.440892098500626e-16,0.5732586125561983,0.19102909681709637,0.41604895044776197,0.16942358356032083,0.43323267145375877,0.38472205342800403,0.7243819481489417,0.34394087459470124
7178,00000,4,64,0.7063558742023851,0.12174454806048172,0.397832909445494,0.23147728106876603,3.86,0.0,0.7517919801907558,0.23593466486999462,0.4311839293380345,0.09825386286983709,0.7841686202152569,0.2819168196260633,0.731968868482607,0.153821615000129
7178,00000,5,60,0.5883597052938225,0.3297553571305589,0.5978131840405541,0.29655589942377364,3.8600000000000008,8.881784197001252e-16,0.7409512242091597,0.23394443454076294,0.3396123234131919,0.1948089257950798,0.7745095957005453,0.2841124858955791,0.759724481695071,0.1510926497132257
7178,00000,6,27,0.3811867019048533,0.18405237251696893,0.4869235046597398,0.1875126079378339,3.86,0.0,0.6742797925990226,0.24858092924605119,0.5752694215520519,0.24564188231702858,0.6250490068245415,0.3168230527597474,0.7987672440518798,0.07734481298225143
7178,00000,7,56,0.4160180547127731,0.17853717159824378,0.37862788111900053,0.26177500366236806,3.86,0.0,0.7242002468400595,0.2512612260092486,0.6456657358812379,0.1983829771627263,0.4753638184442953,0.2522617372618465,0.603102403513123,0.1573712429440147
7178,00000,8,26,-0.10358506274528921,0.16089922907457804,0.32900249651921876,0.23751740215516784,3.86,0.0,0.4634987327705841,0.02887568141258333,0.7381653059570822,0.07873784744577089,0.911938823373814,0.14464710410641923,0.48889369094393315,0.20593101519891696
7178,00000,9,11,0.34502293330520345,0.24325932667691405,0.5069390992597338,0.22996521294455918,3.86,0.0,0.42930972600895995,0.019894094869155193,0.8326946661591709,0.07827534634555812,0.7527001661607308,0.2619234834669785,0.470737272988559,0.24600643701646924
7178,00000,10,59,0.579864521735601,0.28098840724530677,0.5046253855098074,0.2738645533872289,3.8600000000000008,8.881784197001252e-16,0.49484181978201974,0.0347558476963328,0.4549612505454608,0.22141769377979564,0.8391484253102832,0.1795634918988717,0.5494349165346537,0.18638810604680303
7178,00000,11,47,0.21345888782903513,0.22913875270871614,0.33098332084239895,0.23782682588297138,3.860000000000002,2.220446049250313e-15,0.4961829656891655,0.03071125279686981,0.47592763700332846,0.13577210635256207,0.7913866453567906,0.23570722327185945,0.7360461300383053,0.05460920702701825
7178,00000,12,16,-0.6685016414666586,0.28530640222365783,0.488722876209827,0.19103338691530822,3.86,0.0,0.48369175742182546,0.026922796716492642,0.487004636729623,0.16204011211263186,0.49105763088683174,0.2374251311762954,0.6615123908250888,0.2806592361345996
7178,00000,13,33,0.033239189561036574,0.4278943566485972,0.34242759034761333,0.2591327655389436,3.86,0.0,0.48905158861316006,0.025139558497947263,0.4687587542139592,0.17240011182257728,0.540506928548666,0.2670405471974612,0.7784704702980535,0.230164280620097
7178,00000,14,41,0.9478395760326787,0.061167838813874026,0.37530567384308444,0.21791530156152056,3.8600000000000003,4.440892098500626e-16,0.5042172816139232,0.025064992918521583,0.4637790371330543,0.13638123496318924,0.6312225982617281,0.270821648850569,0.7115002934755289,0.24980620197125336
7178,00000,15,20,0.7740102450309834,0.3399921953259147,0.7295640342671563,0.1825260939027951,3.8600000000000003,4.440892098500626e-16,0.48310081042056635,0.027887800422273724,0.47189116395842545,0.10305894721766087,0.24838850771228946,0.26900460901181733,0.8544508632617406,0.20670801718470386
7178,01000,0,9,-0.19321559085435291,0.304177818977673,0.3193419603741953,0.17971293948299344,5.814545454545455,0.0,0.41980710181609254,0.10153911211693499,0.7550113563065837,0.2502043956754478,0.3749542455623127,0.27938676904606163,0.7631685798550283,0.21394155002271875
7178,01000,1,9,-0.31271363240053707,0.18569927891108767,0.696811501836873,0.2075510097524714,5.814545454545455,0.0,0.5479643344770236,0.23571120165156995,0.5578031180517921,0.3644636229432075,0.458876130991448,0.2855699508083454,0.7771207730123189,0.25361658641199963
7178,01000,2,31,0.43851218776288925,0.33159824335520344,0.5134869727399444,0.2616165275504945,5.8145454545454545,8.881784197001252e-16,0.6714803213261011,0.22821271685113506,0.3553348088724777,0.16360159591288856,0.3161408791214347,0.2587372468164897,0.8539934674358051,0.23141020689332745
7178,01000,3,32,-0.3693146042781704,0.20668590549842858,0.6729055444172305,0.22472945380835277,5.814545454545455,0.0,0.7328114634852287,0.24197351619670687,0.4506630382645481,0.14385970186772248,0.33244029682247833,0.30785739649643923,0.6397776470915653,0.35593522563509916
7178,01000,5,3,0.7185172081479759,0.05004025141100515,0.8868307346005518,0.010300414449363502,5.814545454545455,0.0,0.9746882451514054,0.019799532090707582,0.20353058026174167,0.16745959533635565,0.82110974024478,0.1317577135881056,0.6339799619955794,0.3304376525599844
7178,01000,6,22,0.4017133561312394,0.17760314076024947,0.4785395244461801,0.2783295162879436,5.8145454545454545,8.881784197001252e-16,0.6284555249633212,0.23402488636578198,0.42418649166657024,0.19032316764949994,0.45082519292375783,0.30795995207594584,0.6744484693247574,0.20547898778836438
7178,01000,7,1,0.5324516195069121,0.0,0.8498761020590001,0.0,5.814545454545455,0.0,0.9926372364088504,0.0,0.1175934112885843,0.0,0.2047875444332638,0.0,1.0,0.0
7178,01000,8,3,-0.2256057780116806,0.16132205857207738,0.30469583346522755,0.2189617870677256,5.814545454545455,0.0,0.44857219404313325,0.010844803353289108,0.6794294911460298,0.14091914374315462,0.5322747009799297,0.2359799300851876,0.8285574584693668,0.05517971369940824
7178,01000,9,5,0.03594255623941543,0.15835288766839278,0.5115739294749939,0.17707971574441944,5.814545454545455,0.0,0.4340054389089699,0.014453139265170533,0.49530832146356696,0.23862606016796872,0.25559386556076846,0.09195663559027563,0.7151915343288561,0.24658407585648137
7178,01000,11,4,0.18153310022879468,0.23177237692873123,0.2294747051650718,0.1497925155256039,5.814545454545455,0.0,0.46998016866739434,0.017033238085122943,0.5807001229632935,0.0780705933617833,0.8158842524776543,0.18475996409337492,0.6862408888790161,0.1511260949776404
7178,01000,12,24,-0.6598077358850305,0.2586392715020943,0.5234888197996633,0.27599091051532765,5.814545454545455,0.0,0.4883467444325849,0.028545167592430126,0.3976749077492833,0.15317998637633315,0.39951064445907347,0.28542891674674103,0.8262012069165799,0.25983760293291097
7178,01000,13,18,0.18080954632948346,0.3762166534596275,0.37596381557253494,0.2772694794567784,5.814545454545455,0.0,0.4847205352301379,0.028326344735948594,0.49253673490050764,0.1554249275716757,0.6680785431763628,0.28786849178043256,0.672887444685609,0.23951486462218816
7178,01000,14,15,0.9836073688330166,0.006288344705123013,0.45093303331048806,0.261247013483575,5.8145454545454545,8.881784197001252e-16,0.5024869634535004,0.02442668361954554,0.3997698877118234,0.11299660935669824,0.31614666560670296,0.2516355653202362,0.9394026738590188,0.07479314850152662
7178,01000,15,23,0.6198166235547578,0.4432833685675973,0.5892000033448084,0.23693485749023196,5.814545454545455,0.0,0.48943716767528433,0.022420265575839725,0.36118964215007204,0.14999749707787952,0.43112620407284674,0.3250069141889309,0.8298458968224728,0.2356571422949092
7178,10000,0,13,0.2706452599053263,0.13997703921643806,0.19442300317339517,0.09948909141509751,4.035909090909092,8.881784197001252e-16,0.7372922351817325,0.2955024126129557,0.9111890470859756,0.15889906312850374,0.7956315732368603,0.2015994504990077,0.6059582835046557,0.14009337351179552
7178,10000,1,5,-0.0494750702070546,0.09414465658231197,0.633907485837388,0.05115601661939875,4.035909090909091,0.0,0.40878604731980167,0.016989403626662583,0.7156051105335776,0.23174119075028635,0.1710493504194282,0.08431878135150557,0.9041400190338231,0.06251325271652189
7178,10000,2,1,0.3313046287390209,0.0,0.1184055656244756,0.0,4.035909090909091,0.0,0.5306919619155479,0.0,0.4374828318068177,0.0,0.2997305382863599,0.0,0.8294789317566553,0.0
7178,10000,3,6,-0.2772643557172984,0.17211788410319045,0.7647878126551273,0.08130248368777333,4.035909090909091,0.0,0.47287284335956764,0.031685726951268554,0.5437591272069957,0.0777815693262905,0.3003091805230263,0.31942836801471963,0.7160683899276142,0.3266063220553903
7178,10000,5,1,0.8231245328021618,0.0,0.857106103912602,0.0,4.035909090909091,0.0,0.4795413287201225,0.0,0.1005177754140632,0.0,1.0,0.0,0.8261723641723379,0.0
7178,10000,6,5,0.5259991085988034,0.09514477200949638,0.7018275044336373,0.06608610919018702,4.035909090909091,0.0,0.6738390456875687,0.2611952735195447,0.4656483080917445,0.25422949021445246,0.4699457214436077,0.4275892166492751,0.8665688249670248,0.10873741773283777
7178,10000,7,6,0.40996888267011106,0.11120389781856437,0.34715017675667426,0.229721113893924,4.035909090909091,0.0,0.6365638335421968,0.2436977576456019,0.7100174613040645,0.05618003766345757,0.867661048208669,0.2955843168252573,0.5333895584787639,0.164450921883291
7178,10000,8,22,-0.17201123313247427,0.2511058367041878,0.3337980468111226,0.2433422369132562,4.03590909090909,8.881784197001252e-16,0.45516239639393363,0.03301602147498064,0.774441833502976,0.07632558315589313,0.6561664624308541,0.2733947959069943,0.6983210552953493,0.16744586616406176
7178,10000,9,18,0.3443315009204773,0.21762982392101266,0.5051305648532813,0.27809623570394715,4.03590909090909,8.881784197001252e-16,0.4381445928049694,0.017747074967460558,0.8022919005499731,0.12915672662581923,0.7038860364716936,0.29556462387955956,0.45864498374113094,0.2556358722322552
7178,10000,10,5,0.7656518842188513,0.12451808053691217,0.6065527566206177,0.31576845262549896,4.035909090909091,0.0,0.4517011322165051,0.01636777559894575,0.8019225339263061,0.0362224562227575,0.40494620902958156,0.2819346533195975,0.7248680931567447,0.02893625785167506
